,bank_name,url,swift_code
2427,,http://www.swiftcodelist.com/banks/united-kingdom-19.html,
2428,,http://www.swiftcodelist.com/banks/united-kingdom-21.html,
2429,,http://www.swiftcodelist.com/banks/united-kingdom-22.html,
2430,,http://www.swiftcodelist.com/banks/united-kingdom-23.html,
2431,,http://www.swiftcodelist.com/banks/united-kingdom-24.html,
2432,,http://www.swiftcodelist.com/banks/united-kingdom-25.html,
2433,Next,http://www.swiftcodelist.com/banks/united-kingdom-21.html,INTELLIGENT MANAGED SERVICES LIMITED
2434,Last,http://www.swiftcodelist.com/banks/united-kingdom-42.html,WHITEHEAD MONCKTON
2435,Privacy policy,http://www.swiftcodelist.com/one/privacy.html,Contact Us
2436,DMCA Policy,http://www.swiftcodelist.com/one/dmca.html,DMCA Policy
2437,Contact Us,http://www.swiftcodelist.com/one/contact.html,Contact Us
2438,SWIFT Code Databse,http://www.swiftcodelist.com/,Taiwan
2439,Countries List,http://www.swiftcodelist.com/countries.html,Taiwan
2440,,http://www.swiftcodelist.com/country/united-kingdom.html,
2441,Home,http://www.swiftcodelist.com/country/united-kingdom.html,TGCLGB21
2442,United Kingdom Banks,http://www.swiftcodelist.com/banks/united-kingdom.html,3I INVESTMENTS PLC
2443,Contact Us,http://www.swiftcodelist.com/one/contact.html,Contact Us
2444,INTELLI CORPORATE FINANCE LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/intelli_corporate_finance_limited.html,BAJLGB21
2445,INTELLIGENT MANAGED SERVICES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/intelligent_managed_services_limited.html,IVOSGB21
2446,INTERACTIVE BROKERS (U.K.) LTD,http://www.swiftcodelist.com/bank/united-kingdom/interactive_brokers_u_k_ltd.html,IABRGB2LRET
2447,INTERACTIVE BROKERS LLC,http://www.swiftcodelist.com/bank/united-kingdom/interactive_brokers_llc.html,INBCGB21
2448,INTERACTIVE INVESTOR TRADING LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/interactive_investor_trading_limited.html,ITIRGB21
2449,INTERCAPITAL BONDS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/intercapital_bonds_limited.html,INBOGB21
2450,INTERCAPITAL BROKERS LTD,http://www.swiftcodelist.com/bank/united-kingdom/intercapital_brokers_ltd.html,INBEGB21
2451,INTERCONTINENTAL ENERGY BROKERS (DERIVATIVES) LTD.,http://www.swiftcodelist.com/bank/united-kingdom/intercontinental_energy_brokers_derivatives_ltd.html,IEBDGB21
2452,INTERCONTINENTAL EXCHANGE LTD.,http://www.swiftcodelist.com/bank/united-kingdom/intercontinental_exchange_ltd.html,IEPAGB21
2453,INTERDIN LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/interdin_limited.html,INRIGB21
2454,INTERMEDIATE CAPITAL GROUP PLC,http://www.swiftcodelist.com/bank/united-kingdom/intermediate_capital_group_plc.html,INCGGB21
2455,INTERMEDIATE CAPITAL MANAGERS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/intermediate_capital_managers_limited.html,INPMGB21
2456,INTERNATIONAL ASSET MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/international_asset_management_limited.html,IAMMGB21
2457,INTERNATIONAL CAPITAL MARKET ASSOCIATION LTD.,http://www.swiftcodelist.com/bank/united-kingdom/international_capital_market_association_ltd.html,ICMAGB21
2458,INTERNATIONAL CLEARING ASSOCIATES (LONDON) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/international_clearing_associates_london_limited.html,ICALGB21
2459,INTERNATIONAL FINANCE FUTURES SNC,http://www.swiftcodelist.com/bank/united-kingdom/international_finance_futures_snc.html,IFFSGB21
2460,INTERNATIONAL FINANCIAL DATA SERVICES (UK) LTD,http://www.swiftcodelist.com/bank/united-kingdom/international_financial_data_services_uk_ltd.html,IFDSGB22
2461,INTERNATIONAL FINANCIAL DATA SERVICES LTD,http://www.swiftcodelist.com/bank/united-kingdom/international_financial_data_services_ltd.html,IFDSGB31
2462,INTERNATIONAL FINANCIAL MARKETS TRADING LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/international_financial_markets_trading_limited.html,IFMTGB21
2463,INTERNATIONAL FUND MARKETING (UK) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/international_fund_marketing_uk_limited.html,INFKGB21
2464,INTERNATIONAL PACIFIC SECURITIES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/international_pacific_securities_limited.html,INPSGB21
2465,INTERNATIONAL PETROLEUM EXCHANGE LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/international_petroleum_exchange_limited.html,XIPEGB21
2466,INTERNATIONAL PRIVATE EQUITY LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/international_private_equity_limited.html,INPEGB21
2467,INTERNATIONAL RENTAL LEASING LTD.,http://www.swiftcodelist.com/bank/united-kingdom/international_rental_leasing_ltd.html,ITRLGB21
2468,INTERNATIONAL SPECIALISTS (UK) LTD,http://www.swiftcodelist.com/bank/united-kingdom/international_specialists_uk_ltd.html,INSLGB21
2469,INTERREGNUM VENTURE MARKETING LTD,http://www.swiftcodelist.com/bank/united-kingdom/interregnum_venture_marketing_ltd.html,INVGGB21
2470,INTERSOLVE LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/intersolve_limited.html,INROGB21
2471,INTESA SANPAOLO SPA LONDON (FORMERLY BANCA INTESA S.P.A. LONDON),http://www.swiftcodelist.com/bank/united-kingdom/intesa_sanpaolo_spa_london_formerly_banca_intesa_s_p_a_london.html,BCITGB2L
2472,INTESA SODITIC TRADE FINANCE LTD,http://www.swiftcodelist.com/bank/united-kingdom/intesa_soditic_trade_finance_ltd.html,ISTFGB2L
2473,INTL FCSTONE (EUROPE) LTD,http://www.swiftcodelist.com/bank/united-kingdom/intl_fcstone_europe_ltd.html,ITFRGB21
2474,INTL GLOBAL CURRENCIES LTD.,http://www.swiftcodelist.com/bank/united-kingdom/intl_global_currencies_ltd.html,IGLUGB2L
2475,INTRINSIC ASSET MANAGEMENT LTD,http://www.swiftcodelist.com/bank/united-kingdom/intrinsic_asset_management_ltd.html,ITANGB21
2476,INVENSYS PLC,http://www.swiftcodelist.com/bank/united-kingdom/invensys_plc.html,ISYSGB2L
2477,INVESCO ASSET MANAGEMENT LTD.,http://www.swiftcodelist.com/bank/united-kingdom/invesco_asset_management_ltd.html,INVOGB2L
2478,INVESCO FINANCIAL SERVICES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/invesco_financial_services_limited.html,INFVGB21
2479,INVESCO FUND MANAGERS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/invesco_fund_managers_limited.html,INVOGBL1
2480,INVESCO GLOBAL INVESTMENT FUNDS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/invesco_global_investment_funds_limited.html,IGIFGB21
2481,INVESCO GT ASSET MANAGEMENT PLC,http://www.swiftcodelist.com/bank/united-kingdom/invesco_gt_asset_management_plc.html,IVAAGB21
2482,INVESCO LIFE LTD,http://www.swiftcodelist.com/bank/united-kingdom/invesco_life_ltd.html,IVLIGB21
2483,INVESTCORP INTERNATIONAL LTD,http://www.swiftcodelist.com/bank/united-kingdom/investcorp_international_ltd.html,INNRGB21
2484,INVESTCORP SECURITIES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/investcorp_securities_limited.html,INECGB21
2485,INVESTEC ASSET MANAGEMENT LTD,http://www.swiftcodelist.com/bank/united-kingdom/investec_asset_management_ltd.html,IVANGB21
2486,INVESTEC ASSET MANAGEMENT US LTD,http://www.swiftcodelist.com/bank/united-kingdom/investec_asset_management_us_ltd.html,IVAGGB21
2487,INVESTEC BANK PLC,http://www.swiftcodelist.com/bank/united-kingdom/investec_bank_plc.html,IHCSGB21002
2488,INVESTEC FUND MANAGERS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/investec_fund_managers_limited.html,INUAGB21
2489,INVESTEC INVESTMENT MANAGEMENT LTD,http://www.swiftcodelist.com/bank/united-kingdom/investec_investment_management_ltd.html,IVIMGB21
2490,INVESTEC INVESTMENT MANAGERS INTERNATIONAL LTD,http://www.swiftcodelist.com/bank/united-kingdom/investec_investment_managers_international_ltd.html,IIMIGB21
2491,INVESTEC MANAGEMENT LTD,http://www.swiftcodelist.com/bank/united-kingdom/investec_management_ltd.html,INGGGB21
2492,INVESTEC SERVICES UK LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/investec_services_uk_limited.html,INSVGB21
2493,INVESTEC WEALTH AND INVESTMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/investec_wealth_and_investment_limited.html,CSHPGB2L
2494,INVESTIN SECURITIES LTD.,http://www.swiftcodelist.com/bank/united-kingdom/investin_securities_ltd.html,IINSGB21
2495,INVESTINDUSTRIAL ADVISORS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/investindustrial_advisors_limited.html,TWINGB21
2496,INVESTMENT AND PORTFOLIO CONSULTANTS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/investment_and_portfolio_consultants_limited.html,INPCGB21
2497,INVESTMENT BANKING LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/investment_banking_limited.html,IVENGB21
2498,INVESTMENT FUNDS DIRECT LTD,http://www.swiftcodelist.com/bank/united-kingdom/investment_funds_direct_ltd.html,IFUDGB21
2499,INVESTMENT MANAGER SELECTION LTD,http://www.swiftcodelist.com/bank/united-kingdom/investment_manager_selection_ltd.html,INMLGB21
2500,INVESTMENT RESEARCH OF CAMBRIDGE LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/investment_research_of_cambridge_limited.html,INRCGB21
2501,INVESTMENT SERVICES UK LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/investment_services_uk_limited.html,INRVGB21
2502,INVESTMENT TECHNOLOGY GROUP EUROPE LTD,http://www.swiftcodelist.com/bank/united-kingdom/investment_technology_group_europe_ltd.html,ITGEGB21
2503,INVESTMENT TRUST LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/investment_trust_limited.html,INRSGB21
2504,INVESTORS PARTNERSHIP RESEARCH LTD THE,http://www.swiftcodelist.com/bank/united-kingdom/investors_partnership_research_ltd_the.html,INPRGB21
2505,INVIK LTD.,http://www.swiftcodelist.com/bank/united-kingdom/invik_ltd.html,INVIGB21
2506,ION ASSET ARCHITECTURE UK,http://www.swiftcodelist.com/bank/united-kingdom/ion_asset_architecture_uk.html,IOARGB21
2507,IONIAN CORPORATE FINANCE LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/ionian_corporate_finance_limited.html,IOCFGB21
2508,IPEF PARTNERS LTD,http://www.swiftcodelist.com/bank/united-kingdom/ipef_partners_ltd.html,IPPRGB21
2509,IPS CAPITAL LLP,http://www.swiftcodelist.com/bank/united-kingdom/ips_capital_llp.html,IPCLGB21
2510,IPSWICH BUILDING SOCIETY,http://www.swiftcodelist.com/bank/united-kingdom/ipswich_building_society.html,IPBOGB21
2511,IRISH BANK RESOLUTION CORPORATION LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/irish_bank_resolution_corporation_limited.html,ANGOGB2LLET
2512,IRRFC,http://www.swiftcodelist.com/bank/united-kingdom/irrfc.html,PHVNGB21
2513,ISC INSTITUTIONAL SERVICE CENTER LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/isc_institutional_service_center_limited.html,IISCGB21
2514,ISIS CAPITAL MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/isis_capital_management_limited.html,ISCMGB21
2515,ISIS EQUITY PARTNERS PLC,http://www.swiftcodelist.com/bank/united-kingdom/isis_equity_partners_plc.html,FIIPGB21
2516,ISLAMIC BANK OF BRITAIN PLC,http://www.swiftcodelist.com/bank/united-kingdom/islamic_bank_of_britain_plc.html,IBOBGB22
2517,ISLINGTON OPTIONS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/islington_options_limited.html,ISLOGB21
2518,ISM CAPITAL LLP,http://www.swiftcodelist.com/bank/united-kingdom/ism_capital_llp.html,ISCLGB21
2519,ISRAEL DISCOUNT BANK LTD,http://www.swiftcodelist.com/bank/united-kingdom/israel_discount_bank_ltd.html,DMCA Policy
2520,ISS EUROPE LIMITED FINANCE DEPARTMENT,http://www.swiftcodelist.com/bank/united-kingdom/iss_europe_limited_finance_department.html,ISSGGB2L
2521,ISTITUTO CENTRALE DELLE BANCHE POPOLARI ITALIANE,http://www.swiftcodelist.com/bank/united-kingdom/istituto_centrale_delle_banche_popolari_italiane.html,ICBLGB21
2522,ITAU BBA INTERNATIONAL LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/itau_bba_international_limited.html,ITAUGB2L
2523,ITV PLC,http://www.swiftcodelist.com/bank/united-kingdom/itv_plc.html,ITVPGB22
2524,IV CAPITAL LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/iv_capital_limited.html,CPIAGB21
2525,IVALDI CAPITAL LLP,http://www.swiftcodelist.com/bank/united-kingdom/ivaldi_capital_llp.html,IVCLGB21
2526,IVEAGH TRUSTEES LTD THE,http://www.swiftcodelist.com/bank/united-kingdom/iveagh_trustees_ltd_the.html,IVTRGB21
2527,IXIS CORPORATE AND INVESTMENT BANK,http://www.swiftcodelist.com/bank/united-kingdom/ixis_corporate_and_investment_bank.html,IXCIGB21
2528,J D FARRODS SECURITIES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/j_d_farrods_securities_limited.html,FASUGB21
2529,J M CORLETT,http://www.swiftcodelist.com/bank/united-kingdom/j_m_corlett.html,COELGB21
2530,J O HAMBRO CAPITAL MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/j_o_hambro_capital_management_limited.html,HACMGB21
2531,J O HAMBRO INVESTMENT MANAGEMENT,http://www.swiftcodelist.com/bank/united-kingdom/j_o_hambro_investment_management.html,JHIMGB21
2532,J O HAMBRO MAGAN AND COMPANY LTD.,http://www.swiftcodelist.com/bank/united-kingdom/j_o_hambro_magan_and_company_ltd.html,HMDCGB21
2533,J P JENKINS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/j_p_jenkins_limited.html,JENKGB21
2534,J P MORGAN FUNDING CORP.,http://www.swiftcodelist.com/bank/united-kingdom/j_p_morgan_funding_corp.html,MOFUGB21
2535,J P MORGAN INVESTMENT MANAGEMENT INC,http://www.swiftcodelist.com/bank/united-kingdom/j_p_morgan_investment_management_inc.html,DMCA Policy
2536,J P MORGAN PARTNERS EUROPE LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/j_p_morgan_partners_europe_limited.html,MOPEGB21
2537,J P MORGAN PLC,http://www.swiftcodelist.com/bank/united-kingdom/j_p_morgan_plc.html,MOGAGB21
2538,J.M. FINN AND CO.LTD,http://www.swiftcodelist.com/bank/united-kingdom/j_m_finn_and_co_ltd.html,FNNNGB21
2539,J.P. MORGAN CAZENOVE LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/j_p_morgan_cazenove_limited.html,CAZEGB21ASI
2540,J.P. MORGAN CORPORATION PLC,http://www.swiftcodelist.com/bank/united-kingdom/j_p_morgan_corporation_plc.html,MCORGB21
2541,J.P. MORGAN ENERGY EUROPE LTD.,http://www.swiftcodelist.com/bank/united-kingdom/j_p_morgan_energy_europe_ltd.html,CHASGB5L
2542,J.P. MORGAN EUROPE LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/j_p_morgan_europe_limited.html,CHASGB22GDS
2543,J.P. MORGAN EUROPE LTD. (EDINBURGH),http://www.swiftcodelist.com/bank/united-kingdom/j_p_morgan_europe_ltd_edinburgh.html,RFLCGB2SKEY
2544,First,http://www.swiftcodelist.com/banks/united-kingdom.html,3I INVESTMENTS PLC
2545,Precede,http://www.swiftcodelist.com/banks/united-kingdom-20.html,IBJ CAPITAL MANAGEMENT LTD
2546,,http://www.swiftcodelist.com/banks/united-kingdom-17.html,
2547,,http://www.swiftcodelist.com/banks/united-kingdom-18.html,
2548,,http://www.swiftcodelist.com/banks/united-kingdom-19.html,
2549,,http://www.swiftcodelist.com/banks/united-kingdom-20.html,
2550,,http://www.swiftcodelist.com/banks/united-kingdom-22.html,
2551,,http://www.swiftcodelist.com/banks/united-kingdom-23.html,
2552,,http://www.swiftcodelist.com/banks/united-kingdom-24.html,
2553,,http://www.swiftcodelist.com/banks/united-kingdom-25.html,
2554,,http://www.swiftcodelist.com/banks/united-kingdom-26.html,
2555,Next,http://www.swiftcodelist.com/banks/united-kingdom-22.html,J.P. MORGAN PLC (FORMERLY CHASE MANHATTAN PLC) LONDON
2556,Last,http://www.swiftcodelist.com/banks/united-kingdom-42.html,WHITEHEAD MONCKTON
2557,Privacy policy,http://www.swiftcodelist.com/one/privacy.html,Contact Us
2558,DMCA Policy,http://www.swiftcodelist.com/one/dmca.html,DMCA Policy
2559,Contact Us,http://www.swiftcodelist.com/one/contact.html,Contact Us
2560,SWIFT Code Databse,http://www.swiftcodelist.com/,Taiwan
2561,Countries List,http://www.swiftcodelist.com/countries.html,Taiwan
2562,,http://www.swiftcodelist.com/country/united-kingdom.html,
2563,Home,http://www.swiftcodelist.com/country/united-kingdom.html,TGCLGB21
2564,United Kingdom Banks,http://www.swiftcodelist.com/banks/united-kingdom.html,3I INVESTMENTS PLC
2565,Contact Us,http://www.swiftcodelist.com/one/contact.html,Contact Us
2566,J.P. MORGAN MARKETS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/j_p_morgan_markets_limited.html,BEARGB21
2567,J.P. MORGAN PLC (FORMERLY CHASE MANHATTAN PLC) LONDON,http://www.swiftcodelist.com/bank/united-kingdom/j_p_morgan_plc_formerly_chase_manhattan_plc_london.html,CHIVGB21
2568,J.P. MORGAN PRIVATE FUND MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/j_p_morgan_private_fund_management_limited.html,FPFMGB21
2569,J.P. MORGAN SECURITIES PLC,http://www.swiftcodelist.com/bank/united-kingdom/j_p_morgan_securities_plc.html,JPMSGB2LEQL
2570,J.P. MORGAN STERLING SECURITIES,http://www.swiftcodelist.com/bank/united-kingdom/j_p_morgan_sterling_securities.html,JPMSGB2LSSL
2571,J.P. MORGAN TRUSTEE AND DEPOSITARY COMPANY LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/j_p_morgan_trustee_and_depositary_company_limited.html,CHMTGB21
2572,J.P. MORGAN WHITEFRIARS (UK),http://www.swiftcodelist.com/bank/united-kingdom/j_p_morgan_whitefriars_uk.html,MOWHGB21
2573,JACOBSON FUND MANAGERS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/jacobson_fund_managers_limited.html,JAFMGB21
2574,JADE ABSOLUTE FUND MANAGERS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/jade_absolute_fund_managers_limited.html,JAFNGB21
2575,JAFCO INVESTMENT (UK) LTD,http://www.swiftcodelist.com/bank/united-kingdom/jafco_investment_uk_ltd.html,JAINGB21
2576,JAFFE INTERNATIONAL FINANCE COMPANY LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/jaffe_international_finance_company_limited.html,JIFCGB21
2577,JAMES BREARLEY AND SONS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/james_brearley_and_sons_limited.html,JABSGB21
2578,JAMES CAIRD ASSET MANAGEMENT,http://www.swiftcodelist.com/bank/united-kingdom/james_caird_asset_management.html,JCASGB21
2579,JAMES CAPEL (JCEO) AND CO. LTD.,http://www.swiftcodelist.com/bank/united-kingdom/james_capel_jceo_and_co_ltd.html,JCEOGB21
2580,JAMES CAPEL (JCMM) AND CO. LTD.,http://www.swiftcodelist.com/bank/united-kingdom/james_capel_jcmm_and_co_ltd.html,JAMCGB21
2581,JAMES CAPEL INVESTMENT MANAGEMENT,http://www.swiftcodelist.com/bank/united-kingdom/james_capel_investment_management.html,JCIMGB21
2582,JAMES FINLAY CORPORATION LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/james_finlay_corporation_limited.html,JAFIGB21
2583,JAMES SHARP AND CO,http://www.swiftcodelist.com/bank/united-kingdom/james_sharp_and_co.html,JAMSGB21
2584,JANE HURT,http://www.swiftcodelist.com/bank/united-kingdom/jane_hurt.html,JAHUGB21
2585,JANE STREET FINANCIAL LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/jane_street_financial_limited.html,JASFGB21
2586,JANUS CAPITAL INTERNATIONAL LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/janus_capital_international_limited.html,JAITGB21
2587,JARMAN AND MANAA EXCHANGE AND TRADING (UK) LTD.,http://www.swiftcodelist.com/bank/united-kingdom/jarman_and_manaa_exchange_and_trading_uk_ltd.html,JMETGB21
2588,JARVIS INVESTMENT MANAGEMENT LTD,http://www.swiftcodelist.com/bank/united-kingdom/jarvis_investment_management_ltd.html,JAIAGB21
2589,JARVIS INVESTMENT MANAGEMENT PLC,http://www.swiftcodelist.com/bank/united-kingdom/jarvis_investment_management_plc.html,JAIMGB21
2590,JB DRAX HONORE,http://www.swiftcodelist.com/bank/united-kingdom/jb_drax_honore.html,DRAHGB21
2591,JC RATHBONE ASSOCIATES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/jc_rathbone_associates_limited.html,RASAGB21
2592,JEFFERIES BACHE LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/jefferies_bache_limited.html,BCHLGB22
2593,JEFFERIES INTERNATIONAL LTD,http://www.swiftcodelist.com/bank/united-kingdom/jefferies_international_ltd.html,JEFFGB2X
2594,JEFFERIES INVESTMENT MANAGEMENT,http://www.swiftcodelist.com/bank/united-kingdom/jefferies_investment_management.html,JEIMGB21
2595,JENDENS SECURITIES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/jendens_securities_limited.html,JESEGB21
2596,JENKINS NOMINEES LTD,http://www.swiftcodelist.com/bank/united-kingdom/jenkins_nominees_ltd.html,JENKGB31
2597,JERMYN CAPITAL PARTNERS PLC,http://www.swiftcodelist.com/bank/united-kingdom/jermyn_capital_partners_plc.html,TRERGB21
2598,JESUS J MORA DEL RIO,http://www.swiftcodelist.com/bank/united-kingdom/jesus_j_mora_del_rio.html,JEMRGB21
2599,JEVINGTON ASSOCIATES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/jevington_associates_limited.html,JEASGB21
2600,JIWAY EXCHANGE LTD,http://www.swiftcodelist.com/bank/united-kingdom/jiway_exchange_ltd.html,XJWYGB21
2601,JK INVESTMENT MANAGEMENT LLP,http://www.swiftcodelist.com/bank/united-kingdom/jk_investment_management_llp.html,IVMLGB21
2602,JLT BENEFIT SOLUTIONS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/jlt_benefit_solutions_limited.html,JLBSGB21
2603,JLW FINANCE LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/jlw_finance_limited.html,JLFIGB21
2604,JOHN A LOWES,http://www.swiftcodelist.com/bank/united-kingdom/john_a_lowes.html,JOLOGB21
2605,JOHN EAST AND PARTNERS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/john_east_and_partners_limited.html,JOEPGB21
2606,JOHN MORRELL ADVISORY SERVICES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/john_morrell_advisory_services_limited.html,JMASGB21
2607,JOHN SIDDALL AND SON LTD.,http://www.swiftcodelist.com/bank/united-kingdom/john_siddall_and_son_ltd.html,JOSOGB21
2608,JOHN WOODS AND ASSOCIATES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/john_woods_and_associates_limited.html,JOWAGB21
2609,JOHNSON FRY SECURITIES LTD.,http://www.swiftcodelist.com/bank/united-kingdom/johnson_fry_securities_ltd.html,JOFSGB21
2610,JOHNSON MATTHEY PLC,http://www.swiftcodelist.com/bank/united-kingdom/johnson_matthey_plc.html,JMATGB2L
2611,JONES LANG LASALLE CORPORATE FINANCE LTD,http://www.swiftcodelist.com/bank/united-kingdom/jones_lang_lasalle_corporate_finance_ltd.html,JLLCGB21
2612,JORDAN INTERNATIONAL BANK PLC,http://www.swiftcodelist.com/bank/united-kingdom/jordan_international_bank_plc.html,JIBKGB2L
2613,JP MORGAN INTERNATIONAL BANK LTD,http://www.swiftcodelist.com/bank/united-kingdom/jp_morgan_international_bank_ltd.html,JPMGGB2L
2614,JP MORGAN SECURITIES INC.,http://www.swiftcodelist.com/bank/united-kingdom/jp_morgan_securities_inc.html,MOSUGB21
2615,JP MORGAN STERLING SECURITIES LTD.,http://www.swiftcodelist.com/bank/united-kingdom/jp_morgan_sterling_securities_ltd.html,MOSEGB21
2616,JP VERNES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/jp_vernes_limited.html,VEREGB21
2617,JPMORGAN ASSET MANAGEMENT,http://www.swiftcodelist.com/bank/united-kingdom/jpmorgan_asset_management.html,MGTCGB22GMC
2618,JPMORGAN ASSET MANAGEMENT (UK) LTD LONDON,http://www.swiftcodelist.com/bank/united-kingdom/jpmorgan_asset_management_uk_ltd_london.html,FIMLGB2LFXM
2619,JPMORGAN CHASE BANK N.A.,http://www.swiftcodelist.com/bank/united-kingdom/jpmorgan_chase_bank_n_a.html,CHASGB2LTSG
2620,JPMORGAN EQUITY PLAN MANAGERS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/jpmorgan_equity_plan_managers_limited.html,SPELGB21
2621,JPMORGAN LIFE LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/jpmorgan_life_limited.html,MOLSGB21
2622,JS SECURITIES UK LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/js_securities_uk_limited.html,SESRGB21
2623,JULIAN HODGE BANK LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/julian_hodge_bank_limited.html,JHBAGB21
2624,JULIUS BAER INTERNATIONAL LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/julius_baer_international_limited.html,JUBIGB21
2625,JULIUS BAER INVESTMENT MANAGEMENT INC.,http://www.swiftcodelist.com/bank/united-kingdom/julius_baer_investment_management_inc.html,JBIMGB21
2626,JUMP TRADING INTERNATIONAL LTD,http://www.swiftcodelist.com/bank/united-kingdom/jump_trading_international_ltd.html,JTRNGB21
2627,JUPITER ASSET MANAGEMENT LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/jupiter_asset_management_limited.html,JUAMGB2LBRO
2628,JUPITER UNIT TRUST MANAGERS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/jupiter_unit_trust_managers_limited.html,JUTMGB21
2629,JWMP (UK) LTD.,http://www.swiftcodelist.com/bank/united-kingdom/jwmp_uk_ltd.html,JWPAGB21
2630,K AND H OPTIONS LTD.,http://www.swiftcodelist.com/bank/united-kingdom/k_and_h_options_ltd.html,KHOPGB21
2631,KAIROS INVESTMENT MANAGEMENT LTD,http://www.swiftcodelist.com/bank/united-kingdom/kairos_investment_management_ltd.html,KAIMGB21
2632,KAMO INVESTMENTS LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/kamo_investments_limited.html,KAMIGB21
2633,KANKAKU (EUROPE) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/kankaku_europe_limited.html,NKKEGB21
2634,KAPPA FINANCIAL SERVICES LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/kappa_financial_services_limited.html,KAFEGB21
2635,KAS BANK N.V.,http://www.swiftcodelist.com/bank/united-kingdom/kas_bank_n_v.html,DMCA Policy
2636,KAS CLEARING AGENT (KASC) LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/kas_clearing_agent_kasc_limited.html,KCAGGB21
2637,KAS CLEARING LONDON LIMITED,http://www.swiftcodelist.com/bank/united-kingdom/kas_clearing_london_limited.html,KASCGB21
2638,KAS SECURITIES LTD.,http://www.swiftcodelist.com/bank/united-kingdom/kas_securities_ltd.html,KAEEGB21
